path,type,size,git_blob_sha,sha256_if_available,scientific_role,needed_for_thesis,copied,reason_not_copied
artifacts/features/re2ob/re2ob-08f3e5d7b11d1fa7.npz,npz,25448,9c99d582bb16f445644ef6cb2e4024e0e310175f,3e55ad54114aa9a7e89bd77ca9a812692d261ad2341b1b33e9c0ac7e20dae1f3,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-097a5d7ac0492007.npz,npz,26777,da0365818d789dbdaf6eef58a1348efac0398572,0700afc4cb3d10d3526cb2eeecb65aa40360956f7be0a9125a488e301bf9328f,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-0c582795f6ae4798.npz,npz,25613,bac2c4803a6692faf42af4f225681a5969c4e342,37cc2a5f31bfecd4c8281ca09e00d3186a34564bff437595d426654af0da52d1,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-1084f320d8584c61.npz,npz,26508,784c2055e478075cca1b0a3f954bb759c68d7085,16bc87cb9f6f1f7c13d29b592e894bbca171ebe086df84c86f85499b887ba43a,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-1bb2e75872fd9037.npz,npz,25403,bb4c9d6100a1d2fdcfb53a69d9ed034f0af4f57a,ddf5fea77085825ec654c2fcb4dc4b6af9f4561259e269c9aeb172c9c5a66580,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-1d19cc60d7a6adc1.npz,npz,26125,cf22427897382379ac95af863dd76bbde54c0208,345cdd1bfa5fa474c93a6e4a14a1e344baeb14c63b7246cab9683987f479a22f,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-1d9a0d1641171551.npz,npz,21226,45f4a49408ba0d9f998e1a4b12459931708f90fc,fc58fb9d7d868b76bdd6a62f5efe6395de52da76641892b5f6f939604775eee0,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-23213ee605c6b050.npz,npz,25878,a0f46296bb2fa0ccde0a54431ad733880af4d088,13cca4c3b99c766381ac1ff2a2c72ae99d7dee340ffa513e5e60fc9c5c48f21e,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-34c4e276dad53220.npz,npz,25324,3eb665db3250d905a1ecc9a93a55ec396229ea17,301684733de3c0cc7a2b0a4749cf9621f135a097e24776c556775b4c6f77278d,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-35bd9974d6b59069.npz,npz,25778,47cf1fde6f815804bdd369f076c941b95230134d,7e6f32387f7114eecd4f73cc6266b94275518d379e073ace3077f202ac4d0d2b,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-3758cb8f0f1277f3.npz,npz,25418,c389095e723abf6d62ef269368de430dc54dd2d7,40412277bd68327e2402065c1f7dd2ef8243471fa8e7aa954e6497981e54d212,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-3827c8c9ef1e8592.npz,npz,24122,e8ed3020f6421f06741bb177d5131028be9bc9a5,b3bbbba2fe54827a8e8ebf138a0135bc31e2f526df02fcafdbc916a3d18c7f3d,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-3e7e71a1c83dbc41.npz,npz,24594,f1d659ff55f850413da8380856a50947436a502a,c851651b8e8dfd956caf4e6c8386e5b25161a8b7f7ba9b4a9aef56415d43e450,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-40e1893e43abba5c.npz,npz,23806,f12098169a989d14e5d3f55125bfe9a8d43c81b6,0ffd406165d849773f6dc1935cc1e895ba766fe77bb504e3e39a12385b504461,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-428d5ecf570372b5.npz,npz,25385,1dee9c93804f0ff4ebc587aaf22e38c86f6619e4,968f6a635674835728a1d892dbe7a6e43a5bf23049803fccada353561f986927,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-42e80cf6bcd9400f.npz,npz,24578,a301345eb14bcdaef269e3afc9d3e732b6d3001b,0ef3674115e8f0f462392614e99ec6894073f455f56e05e15798f6d3d18c5114,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-435f42d94b785472.npz,npz,25923,0013f02b395d0ab2439711bf5ddeeca93710b916,340c16278bc83c1352f44a47045c7d4b5940904d965b6f2d866fd25fb3324f2d,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-45687a171f241b04.npz,npz,25488,c55a0396e4aaf4d69f294386fca97c0ca51e2687,90013c90a1e856bc9cfe76cb2927da80785f7825c6c8e80c736eadbf1a1a981f,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-4677d4ce6ef327e0.npz,npz,26577,e8792f6f327e41f7eb45cb8b963aa5623ae1c72e,82ec8005fb573c831d1a5b9939537a1e9b999b98f6be24e2374d9066dcdb67a9,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-48e5379f4903b1d2.npz,npz,26220,c2ab586248cb92eb2bd547afcdac8f8f9b273268,01baeed153e0c3f167c44d597f55fca821a54ece88d24791cb3e335c4fa4a359,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-4af0de56834334d2.npz,npz,25842,a2326b79cdd9f0607a6a14d85030f454dc6187ec,728a6a06afd84a1b9cbf6f047d2e77465b136ef81627eaab2fded5169ea7a7eb,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-4b9110d974bb1875.npz,npz,24934,00cb44b8bb239b534726e759c67b8794a23177f6,4c0d0d34ee33b8b20854edbdb47fd04c98488d87a484454b117eb8370a6789e4,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-4f85dadf2507c3ca.npz,npz,26047,a3e0bb4ab2df4f93083939feb2063b3cb6b3e504,93bc3557aac0728aafaa06e40438dccfbc2d52fe4613856ac99b98c40b5f3c3a,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-505f802370635ec3.npz,npz,19786,aaf33f1637aeceaa721909634c93296d741dcfe3,451301508296cd6923a0f4256dc0e5119e6c0696eecaeeedb6e77e51a149326d,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-557d49794f937ec6.npz,npz,25698,c38fe7cf55280338e53e4958e0a65ae0d937108b,d4f16150840c60940e975bbc4d35faefc22d15b711683c55f16221d2dca975a6,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-57b75da971aabed5.npz,npz,26272,d82a4cf6ac13c990206ee87b0d7b5b86c30f8eda,4383a12c84161ede05927ea9592afc477d35b129c792ac90624958eb4422f214,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-58cff4fc86081830.npz,npz,25525,5cde9e838507afed934bd0b3df2034df60e83a27,3cceb829cfec1308d0123db9fe01302917e2375dc1701b45ee06b34dc7519342,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-58eb5ae1a41b77e4.npz,npz,25623,043c2a9ed282abadfa5db4397f54dfbdb1780275,ad2d6e11ec250228af526f503bdf269fbb50abe14dab17cf570ffecc14448e27,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-5a4d1a4785969ab2.npz,npz,25735,2ba4ddeb61ee24e085fe61bc09c0d147a604667e,5a54e24ff387fc19fc8f81e65d6be1329010538fdd553876288eb343fbd16c25,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-5f261573c1b3bdc5.npz,npz,25004,2a8cd2e1f42ad2df6cac7ebf93cc4fb18ce7209e,108fa343ab9c3690d73a55e38971d8ee3a12e63dafa9af586725ac6b7483c411,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-6521847c78ca06e9.npz,npz,25100,83ddcde16ec6e216100e784351fc989152723788,d9d1f5ccf183b2f02282d1da04ed19e098ea0aefb3eb3e3e29d444570017416d,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-66c4b614046569c9.npz,npz,25274,b82decdd361bdf3ed1e6c2a933be4e36fd79b37f,0cb9b822e5b3b96f1a44dfc88dcf983c841f20d6149ca51635fdb2897e88f393,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-6aa36a4c6c99d55c.npz,npz,23725,fd5aeabac3f81f6c038c603b3b468447e23b2146,e6b58f4aa3cc7efd201dc0f4fa888a6584ae3dd4f1433ecac99869434668a41d,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-71c7f9be34b19754.npz,npz,26915,6d3a35cb956fb57958571743cb7a29d907ca1e31,c1c0844c3cc7938406593add4f0e28d2e65dc0782453743a7e55e7c32d3e893d,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-72b5d278f8908a0a.npz,npz,25472,b10973c88471077b7497665956590e1404bebf3a,dea765da7354788dbd822e0977889d2b0270a4207dd7d9aae00be9ccb00c17c6,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-7732042f2a190c79.npz,npz,25023,38926077a1767394a66ec520e687ff7d24069418,c5a15677e3c468cecb802208209428673a6413be52d5c25459d994ded3bef7e2,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-784d7eb25137c3c9.npz,npz,25289,8dbcb0d09ffb9632f744455a8c4e4decba833332,31cea0217ed954b1f71825477926589b668f96205eac02dfbd69f72c5f833fcb,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-7858d4d3815cf005.npz,npz,26936,ba3db1eb204523f1d12740bfdff5733eca82c98c,d885360edc4ba77ebd12410a7237703ec1deb2fab4bfaf3da8552463e26271ed,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-7890056e7915d551.npz,npz,25055,4dfc76bbd108b6489a5cbd55e19f730bb18c12d8,16d9ec5b7c78c081d7b789fc42c87350da8c54750f8af0ef6c95c09964aefad8,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-79fcefff48aef53b.npz,npz,25933,ba800b9559377c95ca96701808b33497b6a6661e,6f95f9370c6c6f5f249d7f19ad782455dbe307fbe2e6a0ea2348599aae8a62fb,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-7a91adc6e16587c6.npz,npz,25284,4e535151c7ae4388de36851da5c3a945631c11e7,1c951b9a92956f969b7e254ea828a085c42ff6f99c2c01154a96b6423239f170,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-7aec8ac514e0d064.npz,npz,25997,fc49476fb844755e3604c65f5437616bc19e2ce4,14df3dec6dff6297ea40d1e7e7028ab38f5a97a9b890b749e5d2df806ef202f7,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-7b0a90583e047a88.npz,npz,25711,2475b7303a54394012b0546699f921ff16a4a607,2372d9dc5a7094999dd447e3e3c33552cb01d1d58d7f2fa81919d8c77cd01d04,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-7c278a568194196b.npz,npz,24937,fc8b8d2528863b57b41f4dcbb7a2999832f71e7c,6ea98af20f368154e6dda503a273924fb705fb43e78b85039accdcc1d41c4b72,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-7f2201e9884e818e.npz,npz,24530,09bda4bf054958763c35da4e52830878ca455850,8b38bb59e1002607db1bebac673ec5120795e2dd63fc88a83d4cfbc6cb009517,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-80bf4d093e6ab818.npz,npz,24483,3005a695f85eb56e04b15398f207c5aa8bc8bd03,e45e048fc862e6441d723a697c353d049f26348e187be7665200eee466b11a06,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-84724d7aa2b9dabd.npz,npz,25295,46df63effe368c8c7787eed6c910a13c1ba7785d,55bdf2fbbfb97b9e1f3dd8c45e4cb80e1668a9bb05a0253687a4f755d9200130,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-8f991393cb9debdf.npz,npz,25350,8b485c7eaa6c8e15de3f4599d4378e60283eb5ec,7f4ff47a135a000149ca0de5c969e471160099b1e52b38cc597a1b5d12497afe,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-93de1fab2ca56e86.npz,npz,25343,d473296e8cee4330add96c1cc004bfa5085f4f54,69e2283dc9058e9347d22b749eef1efb92e0cc003371dba7c258cc915dec8b75,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-97935dcb7cfd6e82.npz,npz,26089,78a742c426d6ec7f32402ffe99682a4b61a138a0,d8cd2d729dbe4a453cc189f5d5abc94e65f3aca727c28f180e580aad7f1a5444,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-9e575f44de987a1a.npz,npz,26181,e9f5498702d8b4dcc3e91a53558e1d177f6d50cd,36d9e07624ee31e1e713082508e83936bc0e8a4f5a5036d49b7b1ba7fde24104,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-a6318b7e89546125.npz,npz,26409,e2aff3f81137d282d85dc7d8cb159e0446229c61,f57bf6b942dc274f9a49e25baabdfd7535d1e837c2a7e01f41e9024dba63062f,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-a84cfdf477d8bf62.npz,npz,25007,ef494f108b80c5061e6f3e00a1d822b0242e5690,d3fd7046085ecd8a3bdc6ae139cbb472385c9df85b50c32b68ac9a69f4943710,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-abc29368674e8298.npz,npz,25744,6fbb26c7eb998c2c089c1864b93564a7de5fceb4,8bcfdc52e8aee5af87b0ef3fe2a405a9c8dcf74ad12ad0e5281f180e081b9232,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-acf69e21960f63d8.npz,npz,24984,bc285f1b721f420df156703f7d6c9ad865bf4a54,7f48227935f6a5b1a652b1ea4568dafb1a2aad99d1c4f17e24c07af46015dc6d,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-af1b6a7e1667e3f5.npz,npz,25584,1087d203c501f079e069f2589c3cb22ed3f0d468,6caa4e8f1a345b4047109e84f2058f8bb153fb946e104a03a6414d10ac78f369,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-b17ce68eb2ce01ee.npz,npz,25563,18f71e9030dc6a3c6f11ee1b64c93b61946c801d,6808589042cf1e0216d7d8258d6029362a93d4e4036efc9ea2dab3a863e3767a,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-b6db72fc58931786.npz,npz,25293,49a6bfa93ac028264c00fd546d54709b24f5ae8e,e6304023d83bbd5bb8f5314205e9f0168e3f191aa170cfa6e78bc806322dbd28,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-b78a14faa7ea7263.npz,npz,25879,848679c9fe150834d4935f92215825cb4fe572b1,53003a249b986989679f3d5fedb10db8e9cffa7471dd378d42a6d972d86d1a6e,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-b84066a37ca0c417.npz,npz,25796,66d7ad745b575f9a6289ae3b06c1f85ce1550b25,d218739f3163499fd88b7ec8de20cc64b45bdc89f3053c0515a0de62853c1441,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-bb4a5b75716772f9.npz,npz,26361,26d2d84e28c87552d70e240ddbe7adc519306bb1,cb0e7fd00d992dcc4c555521d9446636f70a560295d720a27054b19279bb5fb0,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-bd6f4fb8e84ccb69.npz,npz,25882,44849d73d58ed900de8a38bc9bcc291b6e1fb4fc,152876b2e9411095a1e7623460034728b0e5a26b020b65a8490b3a55bd21ba7a,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-c2ac02db4e3370a9.npz,npz,24950,faf186249fa161da1c9554e8951f98e9794d56da,3beedfedf02841c9c7fe0e65d8de9c488c45d0a9bc3a679b5dd5140b9dc5a959,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-c9c8f348d3f5974b.npz,npz,24573,7a4278ffb55edff2896b550f7e12b835c8b273ce,2797a33bdb265095c68d53952a099d66f87b206b2ab57c8989682fc527942fd8,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-ca26cbb7c2cc0c87.npz,npz,25030,8dd389e7a3dce36693f473962dfce5172f54455e,05c6ef0a9dc7fa7dfe4dc8110a3f2a6234befbd19649b85eb27a5f9b98fcab16,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-ce3f410f61f739c2.npz,npz,25835,6f5ffac59895610b8103f7ed6198068c9ae6953c,7cb4835a6261d45d6dd4c43cedd4f1803bb40a731a196a6c83acfdbcf1c81526,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-ce93ebf8eb13a5ed.npz,npz,25410,a7154a302c290fb5a9b7c2dd177d8096aed04ed3,0ad2ae4fc71319848adf408f9b610f2795e1d2f8a7c7a84ee2b978757f44f451,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-cec5183e3f5418cf.npz,npz,24576,23cbf799eebe719ef9bc547494be6882c9029dd0,9717e9d0bae7814275903c5548fd8808e869924ffa5b230bfe0726d4ea20d581,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-d0382ea6cedfbd82.npz,npz,25608,75376ff7030188fd70d732f6d429c70df7eb365e,43d0f173b0dc945364414e36b7fa74009a7d21f95b6ee09e5264a5eae96bcc8a,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-d0d93705e784491a.npz,npz,25020,f260b6603f277bd526b4b429a23e1d119cbbd40b,4310f0da63cf036f93af7681f23f902b92411c087f010c25dc2e00b87f1cce21,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-d3f1403a4a08a3b1.npz,npz,24937,ce3595d0e95f18b2c3bf8da80f82c670cb48f650,421b9c6463f94a2e543dd17e1df677699cbc50529a6a717ad807214b00420f31,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-d7f2f8eb2f0ad646.npz,npz,26025,b5e95b0707de794e2640400e1ca7abe1c3618765,08d964329a8edd42a64f64fec8ba1b815f08f92ac34f8b151c839ff21c13b46f,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-da48e150772a24fd.npz,npz,24946,c6704cb8e169e0397ba5532f490f5595a54f825e,6fcda296375fceba4f4963c6ae525f78671d9999cb4d51100e0707a8161c8f2d,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-df7b6eca09a6c41f.npz,npz,25936,6059b83a9899e4c2347c1a1c33148b9f4a42c056,ac3947da431200154f656bae3468ed73dec49341d24f3858314bc27ae4177b56,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-df7e831dddfac76c.npz,npz,25636,32d373c463b98624e5714888cfa9715a05c8e759,308d3906220d421e29c15062b493f3e70d3e4f8739974f01a4d0f84093639206,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2ob/re2ob-e16e6de30ae75ccd.npz,npz,26197,e02a026811db1d169ad2e0e0818d771804f6202b,26658957c8baa75feccd8445abff5ba9f70daf3b4db93cfcdad334d684b0dec5,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
